depth(m),cone penetration resistance (qc (MPa)),sleeve friction(kPa),total cone resistance (tc(Mpa)),friction ratio (%),bulk density (kN/m³),effective vertical stress(kPa),pore water pressure (kPa),total vertical stress (kPa),normalised cone resistance(-),normalised cone resistance corrected for overburden (-),normalised friction ratio (%),void ratio,Soil Class
13.21,2.04,34.1,2.11,1.62,19,250.99,118.8,132.19,14.03,14.17,1.84,0.96,Class 4: Clayey silt to silty clay
13.21,3.75,125.6,3.75,3.35,19,250.99,129.59,121.4,28.86,29.23,3.58,0.93,Class 4: Clayey silt to silty clay
13.22,2.16,34.6,2.22,1.56,19,251.18,118.9,132.28,14.89,15.08,1.76,0.95,Class 4: Clayey silt to silty clay
13.23,2.17,33.6,2.23,1.51,19,251.37,119,132.37,14.96,15.17,1.7,0.95,Class 4: Clayey silt to silty clay
13.24,2.17,33.4,2.23,1.5,19,251.56,119.09,132.47,14.96,15.17,1.69,0.95,Class 4: Clayey silt to silty clay
13.25,2.13,34.4,2.19,1.57,19,251.75,119.19,132.56,14.63,14.8,1.77,0.96,Class 4: Clayey silt to silty clay
13.26,2.02,35.3,2.07,1.7,19,251.94,119.29,132.65,13.74,13.84,1.94,0.97,Class 4: Clayey silt to silty clay
13.27,1.88,41.6,1.93,2.16,19,252.13,119.39,132.74,12.64,12.64,2.48,1,Class 4: Clayey silt to silty clay
13.28,1.76,42.7,1.81,2.36,19,252.32,119.49,132.83,11.69,11.69,2.75,1,Class 4: Clayey silt to silty clay
13.29,1.64,44.7,1.69,2.64,19,252.51,119.58,132.93,10.84,10.84,3.1,1,Class 5: Clay
13.3,1.52,44.8,1.57,2.85,19,252.7,119.68,133.02,9.93,9.93,3.39,1,Class 5: Clay
13.31,1.44,44.8,1.49,3.01,19,252.89,119.78,133.11,9.29,9.29,3.62,1,Class 5: Clay
13.32,1.36,44.9,1.42,3.17,19,253.08,119.88,133.2,8.73,8.73,3.86,1,Class 5: Clay
13.33,1.29,49.1,1.34,3.67,19,253.27,119.98,133.29,8.14,8.14,4.53,1,Class 5: Clay
13.34,1.17,50.7,1.22,4.16,19,253.46,120.07,133.39,7.23,7.23,5.26,1,Class 5: Clay
13.35,1.14,51.5,1.19,4.32,19,253.65,120.17,133.48,7.04,7.04,5.48,1,Class 5: Clay
13.36,1.11,50,1.17,4.29,19,253.84,120.27,133.57,6.82,6.82,5.49,1,Class 5: Clay
13.37,1.09,48.4,1.15,4.2,19,254.03,120.37,133.66,6.72,6.72,5.39,1,Class 5: Clay
13.38,1.09,46.4,1.15,4.05,19,254.22,120.47,133.75,6.67,6.67,5.2,1,Class 5: Clay
13.39,1.06,45,1.12,4.02,19,254.41,120.56,133.85,6.47,6.47,5.2,1,Class 5: Clay
13.4,0.96,43.7,1.02,4.27,19,254.6,120.66,133.94,5.75,5.75,5.68,1,Class 5: Clay
13.41,0.92,41.5,0.99,4.2,19,254.79,120.76,134.03,5.46,5.46,5.67,1,Class 5: Clay
13.42,0.9,35.2,0.97,3.64,19,254.98,120.86,134.12,5.3,5.3,4.95,1,Class 5: Clay
13.43,0.88,32.9,0.95,3.45,19,255.17,120.96,134.21,5.2,5.2,4.71,1,Class 5: Clay
13.44,0.87,44.9,0.94,4.78,19,255.36,121.06,134.3,5.1,5.1,6.56,1,Class 5: Clay
13.45,4.38,139.7,4.38,3.19,19,255.55,131.94,123.61,33.35,33.98,3.39,0.91,Class 4: Clayey silt to silty clay
13.45,0.86,43,0.94,4.59,19,255.55,121.15,134.4,5.06,5.06,6.32,1,Class 5: Clay
13.46,4.18,129.9,4.18,3.1,19,255.74,132.04,123.7,31.76,32.34,3.31,0.91,Class 4: Clayey silt to silty clay
13.46,0.86,42.7,0.94,4.56,19,255.74,121.25,134.49,5.06,5.06,6.28,1,Class 5: Clay
13.47,4.03,130.1,4.03,3.23,19,255.93,132.14,123.79,30.52,31.01,3.44,0.92,Class 4: Clayey silt to silty clay
13.47,0.86,42.9,0.94,4.56,19,255.93,121.35,134.58,5.08,5.08,6.27,1,Class 5: Clay
13.48,3.93,122.9,3.93,3.12,19,256.12,132.24,123.88,29.68,30.17,3.34,0.92,Class 4: Clayey silt to silty clay
13.48,0.86,43.1,0.94,4.56,19,256.12,121.45,134.67,5.11,5.11,6.26,1,Class 5: Clay
13.49,3.93,115.9,3.93,2.95,19,256.31,132.34,123.97,29.61,30.13,3.16,0.91,Class 4: Clayey silt to silty clay
13.49,0.89,43.6,0.97,4.5,19,256.31,121.55,134.76,5.29,5.29,6.11,1,Class 5: Clay
13.5,3.93,108.9,3.93,2.77,19,256.5,132.44,124.07,29.58,30.14,2.97,0.91,Class 4: Clayey silt to silty clay
13.5,0.9,44.1,0.99,4.47,19,256.5,121.64,134.86,5.42,5.42,6.04,1,Class 5: Clay
13.51,0.93,44.6,1.02,4.39,19,256.69,121.74,134.95,5.62,5.62,5.88,1,Class 5: Clay
13.52,0.95,44.9,1.01,4.46,19,256.88,121.84,135.04,5.55,5.55,6,1,Class 5: Clay
13.53,1.41,45.1,1.44,3.13,19,257.07,121.94,135.13,8.78,8.78,3.8,1,Class 5: Clay
13.54,1.43,45,1.46,3.08,19,257.26,122.04,135.22,8.91,8.91,3.73,1,Class 5: Clay
13.55,1.53,45,1.56,2.89,19,257.45,122.13,135.32,9.59,9.59,3.47,1,Class 5: Clay
13.56,1.69,42.5,1.71,2.49,19,257.64,122.23,135.41,10.72,10.72,2.93,1,Class 5: Clay
13.57,2.17,41.7,2.19,1.9,19,257.83,122.33,135.5,14.28,14.38,2.15,0.98,Class 4: Clayey silt to silty clay
13.58,2.49,41.4,2.51,1.65,19,258.02,122.43,135.59,16.62,16.91,1.84,0.94,Class 4: Clayey silt to silty clay
13.59,2.83,40.8,2.85,1.43,19,258.21,122.53,135.68,19.09,19.62,1.57,0.91,Class 4: Clayey silt to silty clay
13.71,2.47,48.8,2.49,1.96,19,260.49,123.7,136.79,16.3,16.49,2.19,0.96,Class 4: Clayey silt to silty clay
13.72,2.22,51.1,2.24,2.28,19,260.68,123.8,136.88,14.45,14.48,2.58,1,Class 4: Clayey silt to silty clay
13.73,2,51.7,2.02,2.55,19,260.87,123.9,136.97,12.87,12.87,2.93,1,Class 4: Clayey silt to silty clay
13.74,1.78,51.6,1.8,2.87,19,261.06,124,137.06,11.23,11.23,3.35,1,Class 5: Clay
13.75,1.56,51.6,1.59,3.25,19,261.25,124.1,137.15,9.67,9.67,3.89,1,Class 5: Clay
13.76,1.33,51.6,1.36,3.8,19,261.44,124.19,137.25,7.98,7.98,4.71,1,Class 5: Clay
13.77,1.29,51.5,1.32,3.91,19,261.63,124.29,137.34,7.68,7.68,4.88,1,Class 5: Clay
13.78,1.26,51.4,1.29,3.97,19,261.82,124.39,137.43,7.51,7.51,4.98,1,Class 5: Clay
13.79,1.24,49.2,1.28,3.85,19,262.01,124.49,137.52,7.38,7.38,4.85,1,Class 5: Clay
13.8,1.24,45.4,1.27,3.57,19,262.2,124.59,137.61,7.34,7.34,4.49,1,Class 5: Clay
13.81,1.24,42,1.28,3.28,19,262.39,124.69,137.7,7.38,7.38,4.13,1,Class 5: Clay
13.82,1.24,40.4,1.28,3.15,19,262.58,124.78,137.8,7.4,7.4,3.96,1,Class 5: Clay
13.83,1.24,38.8,1.28,3.02,19,262.77,124.88,137.89,7.41,7.41,3.8,1,Class 5: Clay
13.84,1.23,38.2,1.27,3.01,19,262.96,124.98,137.98,7.3,7.3,3.79,1,Class 5: Clay
13.85,1.23,36.8,1.27,2.89,19,263.15,125.08,138.07,7.3,7.3,3.65,1,Class 5: Clay
13.86,1.22,34.8,1.26,2.76,19,263.34,125.18,138.16,7.22,7.22,3.49,1,Class 5: Clay
13.87,1.22,32.9,1.27,2.59,19,263.53,125.27,138.26,7.27,7.27,3.27,1,Class 5: Clay
13.88,1.2,30.7,1.25,2.46,19,263.72,125.37,138.35,7.1,7.1,3.12,1,Class 5: Clay
13.89,1.14,29.7,1.19,2.49,19,263.91,125.47,138.44,6.71,6.71,3.2,1,Class 5: Clay
13.9,1.02,29,1.07,2.71,19,264.1,125.57,138.53,5.81,5.81,3.6,1,Class 5: Clay
13.91,0.97,28.5,1.02,2.79,19,264.29,125.67,138.62,5.45,5.45,3.77,1,Class 5: Clay
13.92,0.95,28.2,1,2.82,19,264.48,125.76,138.72,5.29,5.29,3.84,1,Class 5: Clay
13.93,0.93,28.4,0.99,2.87,19,264.67,125.86,138.81,5.22,5.22,3.92,1,Class 5: Clay
13.94,0.92,27.9,0.98,2.85,19,264.86,125.96,138.9,5.14,5.14,3.91,1,Class 5: Clay
13.95,0.91,27.4,0.97,2.84,19,265.05,126.06,138.99,5.04,5.04,3.91,1,Class 5: Clay
13.96,0.91,26.7,0.97,2.76,19,265.24,126.16,139.08,5.05,5.05,3.8,1,Class 5: Clay
13.97,0.91,27.2,0.97,2.8,19,265.43,126.25,139.18,5.07,5.07,3.86,1,Class 5: Clay
13.98,0.91,26.5,0.97,2.72,19,265.62,126.35,139.27,5.08,5.08,3.74,1,Class 5: Clay
13.99,0.92,25.5,0.99,2.58,19,265.81,126.45,139.36,5.18,5.18,3.54,1,Class 5: Clay
14,0.92,24.4,0.99,2.46,19,266,126.55,139.45,5.2,5.2,3.37,1,Class 5: Clay
14.01,0.92,22.9,1,2.3,19,266.19,126.65,139.54,5.23,5.23,3.14,1,Class 5: Clay
14.02,0.92,21.4,1,2.14,19,266.38,126.75,139.63,5.24,5.24,2.93,1,Class 5: Clay
14.03,0.92,21.2,1,2.12,19,266.57,126.84,139.73,5.24,5.24,2.89,1,Class 5: Clay
14.04,0.92,20.7,1,2.07,19,266.76,126.94,139.82,5.23,5.23,2.83,1,Class 5: Clay
14.05,0.92,20.7,1,2.07,19,266.95,127.04,139.91,5.25,5.25,2.82,1,Class 5: Clay
14.06,0.92,20.7,1,2.06,19,267.14,127.14,140,5.26,5.26,2.81,1,Class 5: Clay
14.07,0.93,20.8,1.01,2.06,19,267.33,127.24,140.09,5.29,5.29,2.8,1,Class 5: Clay
14.08,0.94,21,1.02,2.06,19,267.52,127.33,140.19,5.38,5.38,2.78,1,Class 5: Clay
14.09,0.94,21.1,1.02,2.06,19,267.71,127.43,140.28,5.39,5.39,2.79,1,Class 5: Clay
14.1,0.94,21.2,1.02,2.07,19,267.9,127.53,140.37,5.39,5.39,2.8,1,Class 5: Clay
14.11,0.94,21.2,1.03,2.07,19,268.09,127.63,140.46,5.39,5.39,2.8,1,Class 5: Clay
14.12,0.94,21.1,1.03,2.06,19,268.28,127.73,140.55,5.39,5.39,2.79,1,Class 5: Clay
14.13,0.93,21.1,1.02,2.07,19,268.47,127.82,140.65,5.33,5.33,2.82,1,Class 5: Clay
14.14,0.91,21.1,1,2.1,19,268.66,127.92,140.74,5.22,5.22,2.87,1,Class 5: Clay
14.15,0.91,21.1,1,2.12,19,268.85,128.02,140.83,5.16,5.16,2.9,1,Class 5: Clay
14.16,0.9,20.8,0.99,2.11,19,269.04,128.12,140.92,5.08,5.08,2.9,1,Class 5: Clay
14.17,0.88,21,0.97,2.16,19,269.23,128.22,141.01,5,5,2.98,1,Class 5: Clay
14.18,0.88,20.7,0.97,2.14,19,269.42,128.31,141.11,4.95,4.95,2.97,1,Class 5: Clay
14.19,0.87,20.7,0.97,2.14,19,269.61,128.41,141.2,4.93,4.93,2.97,1,Class 5: Clay
14.2,0.87,20.4,0.97,2.11,19,269.8,128.51,141.29,4.95,4.95,2.92,1,Class 5: Clay
14.21,0.88,20.1,0.97,2.07,19,269.99,128.61,141.38,4.96,4.96,2.86,1,Class 5: Clay
14.22,0.88,20.3,0.98,2.07,19,270.18,128.71,141.47,5.02,5.02,2.86,1,Class 5: Clay
14.23,0.9,20.6,1,2.06,19,270.37,128.81,141.56,5.16,5.16,2.82,1,Class 5: Clay
14.24,0.91,21,1.01,2.07,19,270.56,128.9,141.66,5.25,5.25,2.83,1,Class 5: Clay
14.25,0.93,21.2,1.03,2.06,19,270.75,129,141.75,5.35,5.35,2.79,1,Class 5: Clay
14.26,0.94,21.2,1.04,2.04,19,270.94,129.1,141.84,5.43,5.43,2.75,1,Class 5: Clay
14.27,0.97,21.1,1.06,1.98,19,271.13,129.2,141.93,5.58,5.58,2.66,1,Class 5: Clay
14.28,0.97,21.1,1.07,1.97,19,271.32,129.3,142.02,5.62,5.62,2.65,1,Class 5: Clay
14.29,0.98,21.4,1.08,1.99,19,271.51,129.39,142.12,5.66,5.66,2.66,1,Class 5: Clay
14.3,0.99,21.8,1.08,2.01,19,271.7,129.49,142.21,5.7,5.7,2.69,1,Class 5: Clay
14.31,1,22.3,1.09,2.05,19,271.89,129.59,142.3,5.75,5.75,2.73,1,Class 5: Clay
14.32,1.02,22.5,1.11,2.02,19,272.08,129.69,142.39,5.9,5.9,2.68,1,Class 5: Clay
14.33,1.03,23,1.12,2.05,19,272.27,129.79,142.48,5.98,5.98,2.7,1,Class 5: Clay
14.34,4.35,147,4.35,3.38,19,272.46,140.68,131.78,30.93,31.54,3.61,0.93,Class 4: Clayey silt to silty clay
14.34,1.05,23,1.14,2.02,19,272.46,129.88,142.58,6.08,6.08,2.65,1,Class 5: Clay
14.35,4.02,146.6,4.02,3.64,19,272.65,140.77,131.88,28.44,28.84,3.91,0.95,Class 4: Clayey silt to silty clay
14.35,1.07,24,1.16,2.07,19,272.65,129.98,142.67,6.2,6.2,2.71,1,Class 5: Clay
14.36,3.78,143.2,3.78,3.79,19,272.84,140.87,131.97,26.57,26.85,4.08,0.96,Class 4: Clayey silt to silty clay
14.36,1.14,25.2,1.23,2.05,19,272.84,130.08,142.76,6.71,6.71,2.63,1,Class 5: Clay
14.37,3.56,135.5,3.56,3.81,19,273.03,140.97,132.06,24.89,25.1,4.12,0.97,Class 4: Clayey silt to silty clay
14.37,1.17,25.4,1.26,2.02,19,273.03,130.18,142.85,6.89,6.89,2.58,1,Class 5: Clay
14.38,3.27,129.2,3.27,3.96,19,273.22,141.07,132.15,22.65,22.73,4.32,0.99,Class 4: Clayey silt to silty clay
14.38,1.17,24.1,1.26,1.91,19,273.22,130.28,142.94,6.91,6.91,2.44,1,Class 5: Clay
14.39,3.17,122.5,3.17,3.86,19,273.41,141.17,132.24,21.9,21.97,4.23,0.99,Class 4: Clayey silt to silty clay
14.39,1.17,23.8,1.26,1.89,19,273.41,130.37,143.04,6.9,6.9,2.41,1,Class 5: Clay
14.4,3.08,106.9,3.08,3.47,19,273.6,141.26,132.34,21.21,21.31,3.81,0.98,Class 4: Clayey silt to silty clay
14.4,1.17,24.2,1.26,1.91,19,273.6,130.47,143.13,6.92,6.92,2.44,1,Class 5: Clay
14.41,3.05,105.6,3.05,3.47,19,273.79,141.36,132.43,20.95,21.04,3.81,0.98,Class 4: Clayey silt to silty clay
14.41,1.19,24.5,1.28,1.92,19,273.79,130.57,143.22,7,7,2.44,1,Class 5: Clay
14.42,3,99.2,3,3.31,19,273.98,141.46,132.52,20.58,20.69,3.64,0.98,Class 4: Clayey silt to silty clay
14.42,1.18,25.9,1.27,2.05,19,273.98,130.67,143.31,6.92,6.92,2.61,1,Class 5: Clay
14.43,2.89,92.6,2.89,3.2,19,274.17,141.56,132.61,19.74,19.83,3.54,0.98,Class 4: Clayey silt to silty clay
14.43,1.19,25,1.28,1.96,19,274.17,130.77,143.4,7,7,2.49,1,Class 5: Clay
14.44,2.85,97.9,2.85,3.44,19,274.36,141.66,132.7,19.39,19.42,3.81,0.99,Class 4: Clayey silt to silty clay
14.44,1.2,24.2,1.29,1.88,19,274.36,130.87,143.49,7.05,7.05,2.39,1,Class 5: Clay
14.45,2.92,75.7,2.92,2.6,19,274.55,141.75,132.8,19.89,20.11,2.87,0.96,Class 4: Clayey silt to silty clay
14.45,1.21,25.4,1.3,1.95,19,274.55,130.96,143.59,7.17,7.17,2.47,1,Class 5: Clay
14.46,2.98,69.4,2.98,2.33,19,274.74,141.85,132.89,20.39,20.7,2.56,0.94,Class 4: Clayey silt to silty clay
14.46,1.24,26.5,1.33,2,19,274.74,131.06,143.68,7.32,7.32,2.52,1,Class 5: Clay
14.47,3.12,65.3,3.12,2.09,19,274.93,141.95,132.98,21.42,21.85,2.29,0.93,Class 4: Clayey silt to silty clay
14.47,1.25,31.4,1.34,2.35,19,274.93,131.16,143.77,7.4,7.4,2.95,1,Class 5: Clay
14.48,3.25,62.6,3.25,1.93,19,275.12,142.05,133.07,22.37,22.92,2.1,0.91,Class 4: Clayey silt to silty clay
14.48,1.26,34.1,1.35,2.52,19,275.12,131.26,143.86,7.5,7.5,3.16,1,Class 5: Clay
14.49,1.3,36.9,1.39,2.65,19,275.31,131.36,143.95,7.75,7.75,3.31,1,Class 5: Clay
14.5,1.38,37.8,1.47,2.57,19,275.5,131.45,144.05,8.31,8.31,3.16,1,Class 5: Clay
14.51,3.04,50.3,3.04,1.66,19,275.69,142.34,133.35,20.71,21.23,1.82,0.91,Class 4: Clayey silt to silty clay
14.51,1.38,38.7,1.47,2.64,19,275.69,131.55,144.14,8.27,8.27,3.25,1,Class 5: Clay
14.52,1.35,42.9,1.44,2.98,19,275.88,131.65,144.23,8.07,8.07,3.69,1,Class 5: Clay
14.53,1.4,47.1,1.48,3.17,19,276.07,131.75,144.32,8.37,8.37,3.9,1,Class 5: Clay
14.54,1.45,47.8,1.53,3.13,19,276.26,131.85,144.41,8.67,8.67,3.82,1,Class 5: Clay
14.55,1.71,48.5,1.79,2.71,19,276.45,131.94,144.51,10.49,10.49,3.2,1,Class 5: Clay
14.56,1.81,54.1,1.89,2.86,19,276.64,132.04,144.6,11.19,11.19,3.34,1,Class 5: Clay
14.57,2.12,62.3,2.19,2.84,19,276.83,132.14,144.69,13.24,13.24,3.25,1,Class 4: Clayey silt to silty clay
14.58,2.31,67.4,2.37,2.84,19,277.02,132.24,144.78,14.48,14.48,3.21,1,Class 4: Clayey silt to silty clay
14.59,2.37,70.8,2.42,2.92,19,277.21,132.34,144.87,14.81,14.81,3.3,1,Class 4: Clayey silt to silty clay
14.6,2.91,67.5,2.91,2.32,19,277.4,143.23,134.17,19.66,19.94,2.56,0.95,Class 4: Clayey silt to silty clay
14.6,2.13,72.6,2.18,3.33,19,277.4,132.44,144.97,13.14,13.14,3.81,1,Class 5: Clay
14.61,2.64,67.6,2.64,2.56,19,277.59,143.32,134.27,17.61,17.73,2.86,0.98,Class 4: Clayey silt to silty clay
14.61,1.95,72.5,2,3.63,19,277.59,132.53,145.06,11.85,11.85,4.22,1,Class 5: Clay
14.62,2.4,67.2,2.4,2.8,19,277.78,143.42,134.36,15.78,15.78,3.17,1,Class 4: Clayey silt to silty clay
14.62,1.8,71.4,1.85,3.87,19,277.78,132.63,145.15,10.8,10.8,4.55,1,Class 5: Clay
14.63,2.17,66.8,2.17,3.08,19,277.97,143.52,134.45,14.04,14.04,3.54,1,Class 4: Clayey silt to silty clay
14.63,1.68,70.4,1.73,4.08,19,277.97,132.73,145.24,9.97,9.97,4.86,1,Class 5: Clay
14.64,1.56,67,1.61,4.17,19,278.16,132.83,145.33,9.14,9.14,5.05,1,Class 5: Clay
14.65,1.51,65.1,1.56,4.18,19,278.35,132.93,145.42,8.8,8.8,5.09,1,Class 5: Clay
14.66,1.45,64.8,1.5,4.31,19,278.54,133.02,145.52,8.42,8.42,5.29,1,Class 5: Clay
14.67,1.41,65.4,1.47,4.46,19,278.73,133.12,145.61,8.16,8.16,5.51,1,Class 5: Clay
14.68,1.39,66.1,1.44,4.59,19,278.92,133.22,145.7,7.97,7.97,5.69,1,Class 5: Clay
14.69,1.36,67.5,1.41,4.78,19,279.11,133.32,145.79,7.77,7.77,5.96,1,Class 5: Clay
14.7,1.31,67,1.37,4.88,19,279.3,133.42,145.88,7.49,7.49,6.13,1,Class 5: Clay
14.71,1.29,66.5,1.36,4.91,19,279.49,133.51,145.98,7.37,7.37,6.18,1,Class 5: Clay
14.72,1.26,58.9,1.32,4.47,19,279.68,133.61,146.07,7.11,7.11,5.67,1,Class 5: Clay
14.73,1.22,55.9,1.28,4.36,19,279.87,133.71,146.16,6.85,6.85,5.58,1,Class 5: Clay
14.74,1.14,52.9,1.2,4.4,19,280.06,133.81,146.25,6.3,6.3,5.74,1,Class 5: Clay
14.75,1.12,49,1.19,4.11,19,280.25,133.91,146.34,6.24,6.24,5.37,1,Class 5: Clay
14.76,1.12,44.1,1.19,3.7,19,280.44,134,146.44,6.23,6.23,4.84,1,Class 5: Clay
14.77,1.12,44.7,1.19,3.75,19,280.63,134.1,146.53,6.22,6.22,4.9,1,Class 5: Clay
14.78,1.12,43.1,1.2,3.6,19,280.82,134.2,146.62,6.24,6.24,4.71,1,Class 5: Clay
14.79,1.11,42.1,1.19,3.53,19,281.01,134.3,146.71,6.21,6.21,4.62,1,Class 5: Clay
14.8,1.11,40.7,1.2,3.38,19,281.2,134.4,146.8,6.28,6.28,4.42,1,Class 5: Clay
14.81,1.12,41.3,1.21,3.41,19,281.39,134.5,146.89,6.33,6.33,4.44,1,Class 5: Clay
14.82,1.18,39.2,1.28,3.07,19,281.58,134.59,146.99,6.76,6.76,3.94,1,Class 5: Clay
14.83,1.27,37,1.37,2.71,19,281.77,134.69,147.08,7.37,7.37,3.41,1,Class 5: Clay
14.84,1.31,37,1.41,2.63,19,281.96,134.79,147.17,7.65,7.65,3.29,1,Class 5: Clay
14.85,1.34,35.4,1.44,2.46,19,282.15,134.89,147.26,7.86,7.86,3.06,1,Class 5: Clay
14.86,1.36,35,1.46,2.39,19,282.34,134.99,147.35,8.02,8.02,2.96,1,Class 5: Clay
14.87,1.41,35,1.5,2.33,19,282.53,135.08,147.45,8.28,8.28,2.87,1,Class 5: Clay
14.88,1.37,35,1.46,2.39,19,282.72,135.18,147.54,7.99,7.99,2.97,1,Class 5: Clay
14.89,1.29,34.9,1.37,2.54,19,282.91,135.28,147.63,7.38,7.38,3.2,1,Class 5: Clay
14.9,1.21,35.1,1.29,2.71,19,283.1,135.38,147.72,6.85,6.85,3.47,1,Class 5: Clay
14.91,1.15,35.1,1.24,2.84,19,283.29,135.48,147.81,6.46,6.46,3.68,1,Class 5: Clay
14.92,1.1,35.1,1.19,2.95,19,283.48,135.57,147.91,6.12,6.12,3.88,1,Class 5: Clay
14.93,1.09,34.3,1.18,2.91,19,283.67,135.67,148,6.04,6.04,3.84,1,Class 5: Clay
14.94,1.7,33.4,1.7,1.97,19,283.86,146.56,137.3,10.31,10.31,2.36,1,Class 4: Clayey silt to silty clay
14.94,1.05,34,1.15,2.97,19,283.86,135.77,148.09,5.83,5.83,3.94,1,Class 5: Clay
14.95,1.74,34.7,1.74,2,19,284.05,146.66,137.39,10.59,10.59,2.39,1,Class 4: Clayey silt to silty clay
14.95,1.05,34,1.14,2.98,19,284.05,135.87,148.18,5.78,5.78,3.97,1,Class 5: Clay
14.96,1.84,36,1.84,1.95,19,284.24,146.76,137.48,11.34,11.34,2.31,1,Class 4: Clayey silt to silty clay
14.96,1.04,34.2,1.14,3.01,19,284.24,135.97,148.27,5.75,5.75,4.01,1,Class 5: Clay
14.97,2.01,36.9,2.01,1.84,19,284.43,146.86,137.57,12.53,12.54,2.14,1,Class 4: Clayey silt to silty clay
14.97,1.03,34.4,1.13,3.05,19,284.43,136.06,148.37,5.7,5.7,4.07,1,Class 5: Clay
14.98,2.43,38.1,2.43,1.57,19,284.62,146.95,137.67,15.59,15.84,1.78,0.95,Class 4: Clayey silt to silty clay
14.98,1.02,33.1,1.12,2.97,19,284.62,136.16,148.46,5.6,5.6,3.98,1,Class 5: Clay
14.99,2.64,38.6,2.64,1.46,19,284.81,147.05,137.76,17.06,17.44,1.64,0.93,Class 4: Clayey silt to silty clay
14.99,1.02,31.8,1.12,2.84,19,284.81,136.26,148.55,5.63,5.63,3.8,1,Class 5: Clay
15,1.02,31.1,1.12,2.77,19,285,136.36,148.64,5.65,5.65,3.71,1,Class 5: Clay
15.01,1.04,31.8,1.15,2.77,19,285.19,136.46,148.73,5.8,5.8,3.68,1,Class 5: Clay
15.02,1.11,32.5,1.22,2.67,19,285.38,136.56,148.82,6.28,6.28,3.48,1,Class 5: Clay
15.03,1.15,35.6,1.26,2.83,19,285.57,136.65,148.92,6.52,6.52,3.66,1,Class 5: Clay
15.04,1.17,36.6,1.28,2.86,19,285.76,136.75,149.01,6.68,6.68,3.68,1,Class 5: Clay
15.05,1.19,36.8,1.3,2.82,19,285.95,136.85,149.1,6.82,6.82,3.62,1,Class 5: Clay
15.06,1.24,36.5,1.35,2.71,19,286.14,136.95,149.19,7.12,7.12,3.43,1,Class 5: Clay
15.07,1.24,36.3,1.33,2.73,19,286.33,137.05,149.28,7,7,3.47,1,Class 5: Clay
15.08,1.2,35.3,1.29,2.74,19,286.52,137.14,149.38,6.7,6.7,3.53,1,Class 5: Clay
15.09,1.16,35.1,1.24,2.82,19,286.71,137.24,149.47,6.41,6.41,3.67,1,Class 5: Clay
15.1,2.91,43.7,2.91,1.5,19,286.9,148.13,138.77,18.91,19.43,1.67,0.91,Class 4: Clayey silt to silty clay
15.1,1.11,35.4,1.2,2.94,19,286.9,137.34,149.56,6.12,6.12,3.87,1,Class 5: Clay
15.11,2.74,44.4,2.74,1.62,19,287.09,148.23,138.86,17.68,18.07,1.81,0.93,Class 4: Clayey silt to silty clay
15.11,1.07,35.3,1.16,3.03,19,287.09,137.44,149.65,5.87,5.87,4.02,1,Class 5: Clay
15.12,2.53,45.1,2.53,1.78,19,287.28,148.33,138.95,16.15,16.38,2.01,0.96,Class 4: Clayey silt to silty clay
15.12,1.06,35.3,1.16,3.05,19,287.28,137.54,149.74,5.81,5.81,4.06,1,Class 5: Clay
15.13,2.09,49.7,2.09,2.37,19,287.47,148.43,139.04,12.99,12.99,2.75,1,Class 4: Clayey silt to silty clay
15.13,1.04,35,1.14,3.06,19,287.47,137.63,149.84,5.72,5.72,4.08,1,Class 5: Clay
15.14,1.05,34.8,1.16,3.01,19,287.66,137.73,149.93,5.8,5.8,4,1,Class 5: Clay
15.15,1.06,32.7,1.17,2.8,19,287.85,137.83,150.02,5.87,5.87,3.71,1,Class 5: Clay
15.16,1.09,29.4,1.19,2.46,19,288.04,137.93,150.11,6.03,6.03,3.25,1,Class 5: Clay
15.17,1.18,29.7,1.29,2.3,19,288.23,138.03,150.2,6.66,6.66,2.97,1,Class 5: Clay
15.18,1.28,30,1.4,2.15,19,288.42,138.12,150.3,7.36,7.36,2.71,1,Class 5: Clay
15.19,1.4,32,1.51,2.12,19,288.61,138.22,150.39,8.11,8.11,2.62,1,Class 5: Clay
15.2,1.5,34,1.62,2.1,19,288.8,138.32,150.48,8.83,8.83,2.56,1,Class 5: Clay
15.21,1.66,36,1.77,2.03,19,288.99,138.42,150.57,9.83,9.83,2.43,1,Class 5: Clay
15.22,1.71,37.2,1.8,2.07,19,289.18,138.52,150.66,10.01,10.01,2.47,1,Class 5: Clay
15.23,1.72,38.3,1.79,2.13,19,289.37,138.62,150.75,9.98,9.98,2.55,1,Class 5: Clay
15.24,1.66,38.3,1.74,2.21,19,289.56,138.71,150.85,9.59,9.59,2.65,1,Class 5: Clay
15.25,1.43,39.1,1.5,2.6,19,289.75,138.81,150.94,8.03,8.03,3.23,1,Class 5: Clay
15.26,1.33,40.1,1.4,2.87,19,289.94,138.91,151.03,7.33,7.33,3.62,1,Class 5: Clay
15.27,1.24,41.1,1.32,3.12,19,290.13,139.01,151.12,6.79,6.79,4.01,1,Class 5: Clay
15.28,1.23,41.6,1.3,3.2,19,290.32,139.11,151.21,6.67,6.67,4.12,1,Class 5: Clay
15.29,1.21,43.2,1.29,3.36,19,290.51,139.2,151.31,6.58,6.58,4.34,1,Class 5: Clay
15.3,1.21,44.1,1.29,3.42,19,290.7,139.3,151.4,6.6,6.6,4.41,1,Class 5: Clay
